,list1,list2
3012,https://mathoverflow.net/questions/315374/sum-of-the-reciprocals-of-radicals,"
                    Sum of the reciprocals of radicals
                "
3013,https://ell.stackexchange.com/questions/185849/what-does-bite-down-on-a-smile-mean,"
                    What does ""bite down on a smile"" mean?
                "
3014,https://apple.stackexchange.com/questions/342842/macos-turn-off-sync-with-iphone-for-a-while,"
                    MacOS turn off sync with iPhone for a while
                "
3015,https://chemistry.stackexchange.com/questions/104382/is-an-isobar-the-same-as-an-isotope,"
                    Is an isobar the same as an isotope?
                "
3016,https://bicycles.stackexchange.com/questions/58075/can-road-bumps-excite-frame-eigen-frequencies,"
                    Can road bumps excite frame eigen frequencies?
                "
3017,https://physics.stackexchange.com/questions/441384/is-this-news-article-about-quantum-radar-legit,"
                    Is this news article about quantum radar legit?
                "
3018,https://tex.stackexchange.com/questions/460349/making-diagrams,"
                    Making diagrams
                "
3019,https://travel.stackexchange.com/questions/125721/what-are-these-stamps-in-my-passport-after-i-was-advised-to-divert-via-the-uk-bu,"
                    What are these stamps in my passport after I was advised to divert via the UK but didn't have a visa?
                "
3020,https://diy.stackexchange.com/questions/150726/floor-joist-cracked,"
                    Floor Joist Cracked
                "
3021,https://stackoverflow.com/questions/53336880/how-to-store-methods-as-function-pointers-in-a-map-container,"
                    How to store methods as function pointers in a map container?
                "
3022,https://worldbuilding.stackexchange.com/questions/130164/a-guy-asked-me-to-kill-15-trolls-how-do-i-prove-that-i-did-it,"
                    A guy asked me to kill 15 trolls, how do I prove that I did it?
                "
3023,https://rpg.stackexchange.com/questions/135698/is-this-homebrew-variant-of-true-strike-too-strong-to-be-a-cantrip,"
                    Is this homebrew variant of True Strike too strong to be a cantrip?
                "
3024,https://academia.stackexchange.com/questions/120169/receiving-gift-from-student-before-grading-msc-thesis-is-it-ethical,"
                    Receiving gift from student before grading MSc thesis. Is it ethical?
                "
3025,https://skeptics.stackexchange.com/questions/42760/did-republicans-take-10-of-13-congressional-seats-in-the-2018-north-carolina-gen,"
                    Did Republicans take 10 of 13 Congressional seats in the 2018 North Carolina general election with roughly the same number of votes as Democrats?
                "
3026,https://codegolf.stackexchange.com/questions/176048/quaternion-square-root,"
                    Quaternion square root
                "
3027,https://scifi.stackexchange.com/questions/198735/heinlein-works-where-slide-rule-is-used-to-calculate-navigation-in-space,"
                    Heinlein works where slide rule is used to calculate navigation in space
                "
3028,https://workplace.stackexchange.com/questions/122594/how-can-a-company-recover-after-a-glassdoor-debacle,"
                    How can a company recover after a Glassdoor debacle?
                "
3029,https://english.stackexchange.com/questions/473261/short-blurb-style-wording-for-pizza-made-at-the-establishment,"
                    Short blurb-style wording for ""pizza made at the establishment""
                "
3030,https://security.stackexchange.com/questions/197732/roles-to-play-when-tailgaiting-into-a-residential-building,"
                    Roles to play when tailgaiting into a residential building
                "
3031,https://judaism.stackexchange.com/questions/96976/how-old-were-rochel-and-leah-when-they-got-married-to-yaakov,"
                    How old were Rochel and Leah when they got married to Yaakov?
                "
3032,https://puzzling.stackexchange.com/questions/75323/a-name-that-everyone-knows,"
                    A Name That Everyone Knows
                "
3033,https://politics.stackexchange.com/questions/35347/why-is-the-eu-concerned-about-the-uk-unilaterally-withdrawing-from-a-proposed,"
                    Why is the EU concerned about the UK ""unilaterally withdrawing"" from a proposed Irish backstop?
                "
3034,/questions/53165909/how-can-i-update-a-network-interface-of-gce-instance-by-nodejs-sdk,How can I update a network-interface of GCE instance by nodejs SDK?
3035,/questions/53165871/global-online-payment-gateway-for-react-native,Global Online Payment Gateway for React-Native [closed]
3036,/questions/53165820/keep-alive-in-node-js-using-http-for-post,Keep alive in node.js using http for POST
3037,/questions/53165673/lambda-function-node-js-http-request-cant-view-response,lambda function node.js http request can't view response
3038,/questions/53165555/appending-a-json-file-from-js-file-in-express-application,Appending a JSON file from JS file in Express Application
3039,/questions/53165426/nodejs-typescript-webpack4-access-to-webpack-application-variables-for-non,NodeJS + TypeScript + Webpack4: Access to webpack application variables for non-web NodeJS application
3040,/questions/53165413/not-able-to-get-item-from-dynamodb-through-react-form-submit-but-through-standal,Not able to get item from DynamoDB through React form-submit but through standalone nodejs code it is working
3041,/questions/53165239/cant-access-to-data-from-mongodb,Can't access to data from mongodb
3042,/questions/53165172/mongoose-return-one-nested-document-in-array,Mongoose Return one nested document in array [duplicate]
3043,/questions/53165158/how-to-set-bot-activity,How to set bot activity
3044,/questions/53165069/error-err-http-headers-sent-cannot-set-headers-after-they-are-sent-to-the-cl,“Error [ERR_HTTP_HEADERS_SENT]: Cannot set headers after they are sent to the client” when trying to resend email confirmation link
3045,/questions/53164982/cannot-determine-why-request-promise-native-fails-on-a-post-with-a-404,Cannot determine why request-promise-native fails on a 'POST with a 404'
3046,/questions/53164942/is-it-possible-to-request-a-less-verbose-package-lock-json-when-installing-node,Is it possible to request a less verbose package-lock.json when installing node packages?
3047,/questions/53164909/dont-know-how-to-run-js,Don't know how to run *.js [duplicate]
3048,/questions/53164879/nodejs-express-nginx-and-jade-switching-from-html,"NodeJS, Express, Nginx, and Jade, (switching from html) [closed]"
3049,/questions/53164766/node-mongodb-native-iterating-over-a-cursor,Node MongoDB Native > Iterating over a Cursor
3050,/questions/53164751/visual-studio-2017-nodejs-client-side-debugging-not-working,Visual Studio 2017 NodeJS Client-Side Debugging Not Working
3051,/questions/53164509/how-to-make-babel-register-affect-on-imported-files,How to make babel/register affect on imported files?
3052,/questions/53164506/how-to-understand-node-version-dependencies-issue,How to understand node version dependencies issue
3053,/questions/53164456/how-do-i-stack-express-and-react-app-together-and-then-run-it-in-docker,how do I stack express and react app together and then run it in docker
3054,/questions/53164056/sql-second-bulk-insert-after-first-bulk-insert-using-node-js,SQL second bulk insert after first bulk insert using node js
3055,/questions/53164037/how-to-add-server-side-processing-to-a-nodejs-react-project,How to add server-side processing to a NodeJS React project
3056,/questions/53164036/pino-default-level-undefined,Pino: default level undefined
3057,/questions/53163942/lambda-function-times-out-after-finishing,Lambda function times out after finishing
3058,/questions/53163836/how-can-i-bypass-rails-servers-restriction-in-regards-to-js-runtimes,How can I bypass rails server's restriction in regards to js runtimes?
3059,/questions/53163815/json-auto-parsed-to-object-in-javascript,JSON auto parsed to object in Javascript
